"","ppid_trialn","heading","pNum","response","response_num","FirstSteeringTime"
"1195","11_3_52","2","11","steer",2,0.516785140004998
"1196","11_3_65","2","11","steer",2,0.683347917996002
"1197","11_3_7","2","11","steer",2,0.516727183707197
"1198","11_3_71","2","11","steer",2,0.65008221040398
"1199","11_3_85","2","11","steer",2,0.766179541969962
"1200","12_1_0","2","12","steer",2,0.617312045389161
"1201","12_1_21","2","12","steer",2,0.616616574013008
"1202","12_1_39","2","12","steer",2,0.833389930938978
"1203","12_1_40","2","12","steer",2,0.416662818030005
"1204","12_1_53","2","12","steer",2,0.499994415702986
"1205","12_1_6","2","12","steer",2,0.4833628697371
"1206","12_1_73","2","12","steer",2,0.616799999999955
"1207","12_1_85","2","12","steer",2,0.382599999999968
"1208","12_2_12","2","12","steer",2,0.483459999999994
"1209","12_2_25","2","12","steer",2,0.5
"1210","12_2_29","2","12","steer",2,0.515800000000013
"1211","12_2_30","2","12","steer",2,0.783299999999997
"1212","12_2_32","2","12","steer",2,1.6499
"1213","12_2_50","2","12","steer",2,0.75
"1214","12_2_52","2","12","steer",2,0.600099999999998
"1215","12_2_53","2","12","steer",2,1.19920000000002
"1216","12_2_7","2","12","steer",2,0.483420000000002
"1217","12_2_73","2","12","steer",2,0.432599999999979
"1218","12_2_75","2","12","steer",2,0.683400000000006
"1219","12_2_85","2","12","steer",2,1.08339999999998
"1220","12_3_10","2","12","steer",2,0.866669999999999
"1221","12_3_14","2","12","steer",2,0.70004999999999
"1222","12_3_23","2","12","steer",2,1.20010000000001
"1223","12_3_28","2","12","steer",2,0.833400000000012
"1224","12_3_35","2","12","steer",2,1.16679999999999
"1225","12_3_43","2","12","steer",2,0.633299999999991
"1226","12_3_44","2","12","steer",2,1.40019999999998
"1227","12_3_47","2","12","steer",2,1.26669999999999
"1228","12_3_55","2","12","steer",2,0.616800000000012
"1229","12_3_60","2","12","steer",2,1.24990000000003
"1230","12_3_65","2","12","steer",2,0.699900000000014
"1231","12_3_77","2","12","steer",2,1.06630000000001
"1232","12_3_82","2","12","steer",2,0.783400000000029
"1233","12_3_83","2","12","steer",2,1.11660000000001
"1234","13_1_20","2","13","steer",2,0.849976802528005
"1235","13_1_22","2","13","steer",2,0.48333570288699
"1236","13_1_48","2","13","steer",2,0.533448883005008
"1237","13_1_6","2","13","steer",2,0.5657276293813
"1238","13_1_61","2","13","steer",2,0.699943945732002
"1239","13_1_62","2","13","steer",2,0.616562844019029
"1240","13_1_73","2","13","steer",2,0.632499999999993
"1241","13_1_80","2","13","steer",2,0.315899999999999
"1242","13_1_81","2","13","steer",2,0.550200000000018
"1243","13_1_82","2","13","steer",2,0.70010000000002
"1244","13_2_40","2","13","steer",2,1.1335
"1245","13_2_53","2","13","steer",2,0.70010000000002
"1246","13_2_78","2","13","steer",2,0.783200000000022
"1247","13_2_87","2","13","steer",2,0.466599999999971
"1248","13_3_29","2","13","steer",2,0.63239999999999
"1249","13_3_37","2","13","steer",2,0.95010000000002
"1250","13_3_43","2","13","steer",2,0.849999999999994
"1251","13_3_58","2","13","steer",2,0.949999999999989
"1252","13_3_63","2","13","steer",2,0.749899999999968
"1253","13_3_64","2","13","steer",2,0.583199999999977
"1254","14_1_14","2","14","steer",2,0.782548771616305
"1255","14_1_19","2","14","steer",2,0.399972531535909
"1256","14_1_25","2","14","steer",2,2.182904352393
"1257","14_1_26","2","14","steer",2,0.633417348599011
"1258","14_1_29","2","14","steer",2,0.482769726733977
"1259","14_1_33","2","14","steer",2,0.499286121784991
"1260","14_1_39","2","14","steer",2,0.483438629111987
"1261","14_1_46","2","14","steer",2,0.566652680891991
"1262","14_1_62","2","14","steer",2,0.60001297960298
"1263","14_1_82","2","14","steer",2,0.617399999999975
"1264","14_2_16","2","14","steer",2,0.816720000000004
"1265","14_2_21","2","14","steer",2,0.799399999999991
"1266","14_2_22","2","14","steer",2,0.5334
"1267","14_2_25","2","14","steer",2,0.549999999999997
"1268","14_2_26","2","14","steer",2,0.699999999999989
"1269","14_2_36","2","14","steer",2,0.816699999999997
"1270","14_2_38","2","14","steer",2,0.582599999999985
"1271","14_2_47","2","14","steer",2,0.633399999999995
"1272","14_2_48","2","14","steer",2,0.61669999999998
"1273","14_2_69","2","14","steer",2,0.633200000000045
"1274","14_2_7","2","14","steer",2,0.4499
"1275","14_2_81","2","14","steer",2,0.583500000000015
"1276","14_2_84","2","14","steer",2,0.399999999999977
"1277","14_3_11","2","14","steer",2,0.633340000000004
"1278","14_3_15","2","14","steer",2,0.7166
"1279","14_3_19","2","14","steer",2,0.533559999999994
"1280","14_3_2","2","14","steer",2,0
"1281","14_3_20","2","14","steer",2,0.450299999999999
"1282","14_3_23","2","14","steer",2,0.349999999999994
"1283","14_3_32","2","14","steer",2,0.566700000000026
"1284","14_3_34","2","14","steer",2,0.600099999999998
"1285","14_3_40","2","14","steer",2,0.749500000000012
"1286","14_3_43","2","14","steer",2,0.450099999999992
"1287","14_3_50","2","14","steer",2,0.582700000000017
"1288","14_3_61","2","14","steer",2,0.63330000000002
"1289","14_3_64","2","14","steer",2,1.08330000000001
"1290","14_3_71","2","14","steer",2,0.833299999999952
"1291","14_3_75","2","14","steer",2,0.682799999999986
"1292","14_3_87","2","14","steer",2,0.400100000000009
"1293","15_1_0","2","15","steer",2,0.4839852548673
"1294","15_1_19","2","15","steer",2,0.649802494670709
"1295","15_1_2","2","15","steer",2,0.549952578194699
"1296","15_1_20","2","15","steer",2,0.566699931358002
"1297","15_1_26","2","15","steer",2,2.08334465298799
"1298","15_1_30","2","15","steer",2,0.466684596998988
"1299","15_1_33","2","15","steer",2,0.566056974990005
"1300","15_1_37","2","15","steer",2,1.16675722390198
"1301","15_1_39","2","15","steer",2,1.116708051323
"1302","15_1_54","2","15","steer",2,2.36679996691697
"1303","15_1_64","2","15","steer",2,0.716723083823979
"1304","15_1_77","2","15","steer",2,1.00009719809901
"1305","15_2_0","2","15","steer",2,0.734213911885391
"1306","15_2_32","2","15","steer",2,0.883333605004992
"1307","15_2_47","2","15","steer",2,0.433266260608008
"1308","15_2_59","2","15","steer",2,0.699976938091027
"1309","15_2_64","2","15","steer",2,0.416064913841012
"1310","15_2_72","2","15","steer",2,0.600004769348004
"1311","15_2_74","2","15","steer",2,0.516780557481979
"1312","15_3_16","2","15","steer",2,0.633401975717405
"1313","15_3_18","2","15","steer",2,0.583575573936699
"1314","15_3_24","2","15","steer",2,0.500175681035998
"1315","15_3_27","2","15","steer",2,0.20011217022801
"1316","15_3_30","2","15","steer",2,0.416008164640004
"1317","15_3_6","2","15","steer",2,0.583365179294198
"1318","15_3_80","2","15","steer",2,0.566661897319023
"1319","16_1_12","2","16","steer",2,0.633320000000012
"1320","16_1_52","2","16","steer",2,0.482900000000001
"1321","16_1_62","2","16","steer",2,0.283500000000004
"1322","16_1_82","2","16","steer",2,0.400000000000034
"1323","16_2_22","2","16","steer",2,0.566699999999997
"1324","16_2_30","2","16","steer",2,0.716700000000003
"1325","16_2_37","2","16","steer",2,0.583500000000015
"1326","16_2_43","2","16","steer",2,0.683300000000003
"1327","16_2_63","2","16","steer",2,0.383299999999963
"1328","16_2_73","2","16","steer",2,0.0167999999999893
"1329","16_2_79","2","16","steer",2,0.550000000000011
"1330","16_2_87","2","16","steer",2,0.433499999999981
"1331","16_2_88","2","16","steer",2,0.499400000000037
"1332","16_3_21","2","16","steer",2,0.483400000000003
"1333","16_3_24","2","16","steer",2,0.716099999999997
"1334","16_3_32","2","16","steer",2,0.616600000000005
"1335","16_3_36","2","16","steer",2,0.58329999999998
"1336","16_3_87","2","16","steer",2,0.333300000000008
"1337","17_1_50","2","17","steer",2,1.94999999999999
"1338","17_1_71","2","17","steer",2,0.483400000000017
"1339","17_1_9","2","17","steer",2,0.500105647938803
"1340","17_2_11","2","17","steer",2,0.766639999999995
"1341","17_2_86","2","17","steer",2,0.533500000000004
"1342","17_3_50","2","17","steer",2,2.33330000000001
"1343","17_3_74","2","17","steer",2,0
"1344","18_1_39","2","18","steer",2,0.483356732181988
"1345","18_3_19","2","18","steer",2,0.516658058747808
"1346","18_3_31","2","18","steer",2,0.749335087315984
"1347","18_3_62","2","18","steer",2,1.28340599503599
"1348","2_1_19","2","2","steer",2,0.516697501042188
"1349","2_1_26","2","2","steer",2,0.699900000000014
"1350","2_1_29","2","2","steer",2,0.550100000000015
"1351","2_1_38","2","2","steer",2,0.866700000000009
"1352","2_1_66","2","2","steer",2,0.616900000000044
"1353","2_1_79","2","2","steer",2,0.566900000000032
"1354","2_2_1","2","2","steer",2,0.41666
"1355","2_2_14","2","2","steer",2,0.666740000000004
"1356","2_2_15","2","2","steer",2,0.633369999999999
"1357","2_2_34","2","2","steer",2,0.583300000000008
"1358","2_2_40","2","2","steer",2,0.366600000000005
"1359","2_2_49","2","2","steer",2,0.733399999999989
"1360","2_2_52","2","2","steer",2,0.683300000000003
"1361","2_2_60","2","2","steer",2,0.583500000000015
"1362","2_2_61","2","2","steer",2,0.0166999999999575
"1363","2_2_68","2","2","steer",2,0
"1364","2_2_72","2","2","steer",2,0.683300000000031
"1365","2_2_8","2","2","steer",2,1.03343
"1366","2_3_11","2","2","steer",2,0.483400000000003
"1367","2_3_26","2","2","steer",2,1.51670000000001
"1368","2_3_29","2","2","steer",2,0.683300000000003
"1369","2_3_45","2","2","steer",2,0.4666
"1370","2_3_48","2","2","steer",2,0.599999999999994
"1371","2_3_5","2","2","steer",2,0
"1372","2_3_6","2","2","steer",2,0.533280000000005
"1373","2_3_71","2","2","steer",2,0.616700000000037
"1374","2_3_75","2","2","steer",2,0.450000000000045
"1375","2_3_78","2","2","steer",2,0.549900000000036
"1376","2_3_81","2","2","steer",2,0.600099999999998
"1377","2_3_82","2","2","steer",2,0.533299999999997
"1378","2_3_84","2","2","steer",2,0.583200000000033
"1379","2_3_89","2","2","steer",2,0.516700000000014
"1380","3_1_11","2","3","steer",2,0.933421797182497
"1381","3_1_12","2","3","steer",2,1.083416620357
"1382","3_1_14","2","3","steer",2,0.800209999999993
"1383","3_1_17","2","3","steer",2,0.566629999999989
"1384","3_1_20","2","3","steer",2,0.666700000000006
"1385","3_1_22","2","3","steer",2,0.2667
"1386","3_1_27","2","3","steer",2,0.833400000000012
"1387","3_1_29","2","3","steer",2,0.58329999999998
"1388","3_1_47","2","3","steer",2,0.483399999999989
"1389","3_1_58","2","3","steer",2,0.849999999999966
"1390","3_1_60","2","3","steer",2,0.500100000000032
"1391","3_1_65","2","3","steer",2,0.45010000000002
"1392","3_1_66","2","3","steer",2,0.733400000000017
"1393","3_1_72","2","3","steer",2,0.700099999999964
"1394","3_1_8","2","3","steer",2,0.933343012840005
"1395","3_1_81","2","3","steer",2,0.566800000000001
"1396","3_2_21","2","3","steer",2,0.583399999999997
"1397","3_2_30","2","3","steer",2,0.466899999999981
"1398","3_2_37","2","3","steer",2,0.483300000000014
"1399","3_2_38","2","3","steer",2,0.516499999999979
"1400","3_2_41","2","3","steer",2,0.499899999999997
"1401","3_2_5","2","3","steer",2,0.899889999999999
"1402","3_2_50","2","3","steer",2,1.1499
"1403","3_2_61","2","3","steer",2,0.750100000000032
"1404","3_3_16","2","3","steer",2,0.966650000000001
"1405","3_3_18","2","3","steer",2,0.983410000000006
"1406","3_3_29","2","3","steer",2,0.683499999999981
"1407","3_3_32","2","3","steer",2,0.633399999999995
"1408","3_3_35","2","3","steer",2,0.750199999999978
"1409","3_3_65","2","3","steer",2,0.816699999999969
"1410","3_3_70","2","3","steer",2,0.666699999999992
"1411","3_3_74","2","3","steer",2,0.916699999999992
"1412","4_1_10","2","4","steer",2,0.383423558525102
"1413","4_1_11","2","4","steer",2,0.549959822773396
"1414","4_1_25","2","4","steer",2,0.616799999999998
"1415","4_1_33","2","4","steer",2,0.866500000000002
"1416","4_1_37","2","4","steer",2,1.13339999999999
"1417","4_1_5","2","4","steer",2,0.366601344714603
"1418","4_1_50","2","4","steer",2,0.533500000000004
"1419","4_1_83","2","4","steer",2,0.5
"1420","4_1_9","2","4","steer",2,0.450022065779599
"1421","4_2_32","2","4","steer",2,0.80019999999999
"1422","4_2_41","2","4","steer",2,0.483300000000014
"1423","4_2_56","2","4","steer",2,1.88349999999997
"1424","4_2_72","2","4","steer",2,0.466599999999971
"1425","4_2_78","2","4","steer",2,2.03319999999997
"1426","4_3_38","2","4","steer",2,0.75
"1427","4_3_64","2","4","steer",2,0.483400000000017
"1428","4_3_79","2","4","steer",2,0.433400000000006
"1429","4_3_81","2","4","steer",2,0.549900000000036
"1430","5_1_0","2","5","steer",2,0.533253543744419
"1431","5_1_1","2","5","steer",2,0.633356475332599
"1432","5_1_2","2","5","steer",2,0.6500425611552
"1433","5_1_22","2","5","steer",2,0.466700000000003
"1434","5_1_23","2","5","steer",2,0.516800000000003
"1435","5_1_31","2","5","steer",2,0.566699999999997
"1436","5_1_32","2","5","steer",2,0.449999999999989
"1437","5_1_33","2","5","steer",2,0.383400000000023
"1438","5_1_40","2","5","steer",2,1.09999999999999
"1439","5_1_48","2","5","steer",2,0.533500000000004
"1440","5_1_50","2","5","steer",2,0.366600000000005
"1441","5_1_67","2","5","steer",2,0.483399999999961
"1442","5_1_69","2","5","steer",2,0.0166000000000395
"1443","5_1_72","2","5","steer",2,0.649900000000002
"1444","5_1_73","2","5","steer",2,0.433499999999981
"1445","5_1_8","2","5","steer",2,0.600029999999997
"1446","5_1_84","2","5","steer",2,0.366800000000012
"1447","5_2_18","2","5","steer",2,0.366600000000005
"1448","5_2_30","2","5","steer",2,0.483399999999989
"1449","5_2_33","2","5","steer",2,0.549999999999983
"1450","5_2_37","2","5","steer",2,0.600099999999998
"1451","5_2_38","2","5","steer",2,0.5334
"1452","5_2_49","2","5","steer",2,0.650000000000006
"1453","5_2_58","2","5","steer",2,0.450099999999964
"1454","5_2_60","2","5","steer",2,0.533299999999997
"1455","5_2_68","2","5","steer",2,0.400100000000009
"1456","5_2_81","2","5","steer",2,0.516600000000039
"1457","5_3_10","2","5","steer",2,0.399910000000006
"1458","5_3_19","2","5","steer",2,0.583380000000005
"1459","5_3_28","2","5","steer",2,0.516600000000011
"1460","5_3_3","2","5","steer",2,0.583400000000001
"1461","5_3_31","2","5","steer",2,0.599999999999994
"1462","5_3_36","2","5","steer",2,0.466700000000003
"1463","5_3_47","2","5","steer",2,0.533500000000004
"1464","5_3_53","2","5","steer",2,0.450099999999992
"1465","5_3_77","2","5","steer",2,0.400100000000009
"1466","5_3_83","2","5","steer",2,0.366700000000037
"1467","5_3_89","2","5","steer",2,0.416699999999992
"1468","6_1_11","2","6","steer",2,0.450040000000001
"1469","6_1_2","2","6","steer",2,0.633451558764602
"1470","6_1_24","2","6","steer",2,0.450100000000006
"1471","6_1_25","2","6","steer",2,0.5167
"1472","6_1_27","2","6","steer",2,0.450000000000017
"1473","6_1_4","2","6","steer",2,0.449920000000002
"1474","6_1_42","2","6","steer",2,0.616600000000005
"1475","6_1_43","2","6","steer",2,0.583300000000008
"1476","6_1_52","2","6","steer",2,0.450099999999992
"1477","6_1_58","2","6","steer",2,0.483499999999992
"1478","6_1_6","2","6","steer",2,0.433429999999994
"1479","6_1_7","2","6","steer",2,0.600029999999997
"1480","6_1_80","2","6","steer",2,0.649999999999977
"1481","6_1_81","2","6","steer",2,0.900000000000034
"1482","6_1_86","2","6","steer",2,1.98329999999999
"1483","6_1_9","2","6","steer",2,0.483370000000001
"1484","6_2_0","2","6","steer",2,0.61763
"1485","6_2_1","2","6","steer",2,0.64996
"1486","6_2_11","2","6","steer",2,0.133369999999999
"1487","6_2_12","2","6","steer",2,0.516709999999996
"1488","6_2_16","2","6","steer",2,0.600039999999993
"1489","6_2_33","2","6","steer",2,0.649799999999999
"1490","6_2_34","2","6","steer",2,0.449999999999989
"1491","6_2_37","2","6","steer",2,0.983199999999982
"1492","6_2_40","2","6","steer",2,0.733399999999989
"1493","6_2_52","2","6","steer",2,0.516799999999989
"1494","6_2_55","2","6","steer",2,0.0166999999999575
"1495","6_2_56","2","6","steer",2,0.36669999999998
"1496","6_2_63","2","6","steer",2,0.666600000000017
"1497","6_2_73","2","6","steer",2,0.483499999999992
"1498","6_2_76","2","6","steer",2,0.433400000000006
"1499","6_2_83","2","6","steer",2,0.699999999999989
"1500","6_2_85","2","6","steer",2,0.900100000000009
"1501","6_3_12","2","6","steer",2,0.449969999999993
"1502","6_3_19","2","6","steer",2,0.366709999999998
"1503","6_3_32","2","6","steer",2,0.5
"1504","6_3_4","2","6","steer",2,0.583359999999999
"1505","6_3_45","2","6","steer",2,1.2834
"1506","6_3_46","2","6","steer",2,0.683400000000006
"1507","6_3_49","2","6","steer",2,0.9666
"1508","6_3_61","2","6","steer",2,2.19999999999999
"1509","6_3_7","2","6","steer",2,0.766670000000005
"1510","6_3_78","2","6","steer",2,0.666600000000017
"1511","6_3_79","2","6","steer",2,0.566800000000001
"1512","6_3_82","2","6","steer",2,0.583500000000015
"1513","6_3_85","2","6","steer",2,0.566599999999994
"1514","6_3_9","2","6","steer",2,0.816649999999996
"1515","7_1_14","2","7","steer",2,0.81671
"1516","7_1_22","2","7","steer",2,0.600099999999998
"1517","7_1_25","2","7","steer",2,1.05
"1518","7_1_26","2","7","steer",2,1.2833
"1519","7_1_32","2","7","steer",2,0.449899999999985
"1520","7_1_37","2","7","steer",2,0.833399999999983
"1521","7_1_48","2","7","steer",2,0.883399999999995
"1522","7_1_54","2","7","steer",2,1.1001
"1523","7_1_58","2","7","steer",2,0.799999999999955
"1524","7_1_68","2","7","steer",2,0.866700000000037
"1525","7_1_69","2","7","steer",2,1.08320000000003
"1526","7_1_71","2","7","steer",2,1.19990000000001
"1527","7_2_1","2","7","steer",2,1.31661
"1528","7_2_13","2","7","steer",2,0.633310000000009
"1529","7_2_30","2","7","steer",2,1.30000000000001
"1530","7_2_40","2","7","steer",2,0.7166
"1531","7_2_63","2","7","steer",2,1.09990000000005
"1532","7_2_74","2","7","steer",2,0.783299999999997
"1533","7_3_32","2","7","steer",2,0.600099999999998
"1534","7_3_45","2","7","steer",2,0.633200000000016
"1535","7_3_49","2","7","steer",2,0.666699999999992
"1536","7_3_52","2","7","steer",2,0.833399999999983
"1537","7_3_64","2","7","steer",2,0.850099999999998
"1538","7_3_74","2","7","steer",2,0.616800000000012
"1539","7_3_77","2","7","steer",2,0.716700000000003
"1540","7_3_83","2","7","steer",2,1.11660000000001
"1541","8_1_12","2","8","steer",2,0.400121344570294
"1542","8_1_14","2","8","steer",2,0.100086027866993
"1543","8_1_19","2","8","steer",2,0.350126476057
"1544","8_1_2","2","8","steer",2,0.483343193837399
"1545","8_1_21","2","8","steer",2,0.550031392625002
"1546","8_1_22","2","8","steer",2,0.300094781578991
"1547","8_1_31","2","8","steer",2,0.366736796986999
"1548","8_1_50","2","8","steer",2,0.449899999999985
"1549","8_1_51","2","8","steer",2,0.333300000000008
"1550","8_1_56","2","8","steer",2,0.483400000000017
"1551","8_1_63","2","8","steer",2,0.466600000000028
"1552","8_1_65","2","8","steer",2,0.36669999999998
"1553","8_1_77","2","8","steer",2,0.5
"1554","8_1_79","2","8","steer",2,0.349899999999991
"1555","8_1_82","2","8","steer",2,0.516599999999983
"1556","8_1_83","2","8","steer",2,0.533400000000029
"1557","8_1_85","2","8","steer",2,0.483499999999992
"1558","8_1_87","2","8","steer",2,0.383299999999963
"1559","8_1_89","2","8","steer",2,0.516700000000014
"1560","8_2_0","2","8","steer",2,0.434201
"1561","8_2_14","2","8","steer",2,0.550030000000007
"1562","8_2_17","2","8","steer",2,0.433459999999997
"1563","8_2_23","2","8","steer",2,0.399900000000002
"1564","8_2_30","2","8","steer",2,0.583300000000008
"1565","8_2_4","2","8","steer",2,0.400000000000002
"1566","8_2_40","2","8","steer",2,0.416799999999995
"1567","8_2_42","2","8","steer",2,0.133299999999991
"1568","8_2_53","2","8","steer",2,0.0167000000000144
"1569","8_2_61","2","8","steer",2,0.416699999999992
"1570","8_2_66","2","8","steer",2,0.283400000000029
"1571","8_2_71","2","8","steer",2,0.233299999999986
"1572","8_2_75","2","8","steer",2,0.383399999999995
"1573","8_2_86","2","8","steer",2,0.466700000000003
"1574","8_2_88","2","8","steer",2,0.449999999999989
"1575","8_3_15","2","8","steer",2,0.466660000000005
"1576","8_3_20","2","8","steer",2,0.583500000000001
"1577","8_3_22","2","8","steer",2,0.550000000000011
"1578","8_3_24","2","8","steer",2,0.4833
"1579","8_3_27","2","8","steer",2,0.616600000000005
"1580","8_3_37","2","8","steer",2,0.366700000000009
"1581","8_3_42","2","8","steer",2,0.383400000000023
"1582","8_3_44","2","8","steer",2,0.466800000000006
"1583","8_3_45","2","8","steer",2,0.449999999999989
"1584","8_3_52","2","8","steer",2,0.266800000000018
"1585","8_3_60","2","8","steer",2,0.433399999999949
"1586","8_3_71","2","8","steer",2,0.516600000000039
"1587","8_3_85","2","8","steer",2,0.500100000000032
"1588","9_1_4","2","9","steer",2,0.616600841817501
"1589","9_2_55","2","9","steer",2,0.45010000000002
"1590","9_3_19","2","9","steer",2,0.54992
"1591","1_1_11","3","1","nosteer",1,2.5
"1592","1_1_19","3","1","nosteer",1,2.5
"1593","1_1_23","3","1","nosteer",1,2.5
"1594","1_1_26","3","1","nosteer",1,2.5
"1595","1_1_28","3","1","nosteer",1,2.5
"1596","1_1_3","3","1","nosteer",1,2.5
"1597","1_1_36","3","1","nosteer",1,2.5
"1598","1_1_39","3","1","nosteer",1,2.5
"1599","1_1_56","3","1","nosteer",1,2.5
"1600","1_1_59","3","1","nosteer",1,2.5
"1601","1_1_60","3","1","nosteer",1,2.5
"1602","1_1_61","3","1","nosteer",1,2.5
"1603","1_1_68","3","1","nosteer",1,2.5
"1604","1_1_69","3","1","nosteer",1,2.5
"1605","1_1_72","3","1","nosteer",1,2.5
"1606","1_1_79","3","1","nosteer",1,2.5
"1607","1_1_81","3","1","nosteer",1,2.5
"1608","1_1_83","3","1","nosteer",1,2.5
"1609","1_1_86","3","1","nosteer",1,2.5
"1610","1_1_89","3","1","nosteer",1,2.5
"1611","1_2_15","3","1","nosteer",1,2.5
"1612","1_2_17","3","1","nosteer",1,2.5
"1613","1_2_23","3","1","nosteer",1,2.5
"1614","1_2_24","3","1","nosteer",1,2.5
"1615","1_2_28","3","1","nosteer",1,2.5
"1616","1_2_35","3","1","nosteer",1,2.5
"1617","1_2_39","3","1","nosteer",1,2.5
"1618","1_2_42","3","1","nosteer",1,2.5
"1619","1_2_47","3","1","nosteer",1,2.5
"1620","1_2_50","3","1","nosteer",1,2.5
"1621","1_2_51","3","1","nosteer",1,2.5
"1622","1_2_57","3","1","nosteer",1,2.5
"1623","1_2_58","3","1","nosteer",1,2.5
"1624","1_2_60","3","1","nosteer",1,2.5
"1625","1_2_61","3","1","nosteer",1,2.5
"1626","1_2_62","3","1","nosteer",1,2.5
"1627","1_2_70","3","1","nosteer",1,2.5
"1628","1_2_79","3","1","nosteer",1,2.5
"1629","1_2_83","3","1","nosteer",1,2.5
"1630","1_2_86","3","1","nosteer",1,2.5
"1631","1_3_12","3","1","nosteer",1,2.5
"1632","1_3_18","3","1","nosteer",1,2.5
"1633","1_3_26","3","1","nosteer",1,2.5
"1634","1_3_29","3","1","nosteer",1,2.5
"1635","1_3_34","3","1","nosteer",1,2.5
"1636","1_3_47","3","1","nosteer",1,2.5
"1637","1_3_5","3","1","nosteer",1,2.5
"1638","1_3_51","3","1","nosteer",1,2.5
"1639","1_3_55","3","1","nosteer",1,2.5
"1640","1_3_59","3","1","nosteer",1,2.5
"1641","1_3_60","3","1","nosteer",1,2.5
"1642","1_3_66","3","1","nosteer",1,2.5
"1643","1_3_68","3","1","nosteer",1,2.5
"1644","10_1_3","3","10","nosteer",1,2.5
"1645","10_1_33","3","10","nosteer",1,2.5
"1646","10_1_6","3","10","nosteer",1,2.5
"1647","10_2_15","3","10","nosteer",1,2.5
"1648","10_2_35","3","10","nosteer",1,2.5
"1649","10_2_44","3","10","nosteer",1,2.5
"1650","10_2_73","3","10","nosteer",1,2.5
"1651","10_3_79","3","10","nosteer",1,2.5
"1652","11_1_13","3","11","nosteer",1,2.5
"1653","11_1_15","3","11","nosteer",1,2.5
"1654","11_1_36","3","11","nosteer",1,2.5
"1655","11_1_38","3","11","nosteer",1,2.5
"1656","11_1_80","3","11","nosteer",1,2.5
"1657","11_1_81","3","11","nosteer",1,2.5
"1658","11_2_12","3","11","nosteer",1,2.5
"1659","11_2_20","3","11","nosteer",1,2.5
"1660","11_2_27","3","11","nosteer",1,2.5
"1661","11_2_43","3","11","nosteer",1,2.5
"1662","11_2_44","3","11","nosteer",1,2.5
"1663","11_2_81","3","11","nosteer",1,2.5
"1664","11_3_77","3","11","nosteer",1,2.5
"1665","12_1_30","3","12","nosteer",1,2.5
"1666","12_1_36","3","12","nosteer",1,2.5
"1667","12_1_43","3","12","nosteer",1,2.5
"1668","12_1_75","3","12","nosteer",1,2.5
"1669","12_2_17","3","12","nosteer",1,2.5
"1670","12_2_22","3","12","nosteer",1,2.5
"1671","12_2_47","3","12","nosteer",1,2.5
"1672","12_2_64","3","12","nosteer",1,2.5
"1673","13_1_18","3","13","nosteer",1,2.5
"1674","13_1_19","3","13","nosteer",1,2.5
"1675","13_1_31","3","13","nosteer",1,2.5
"1676","13_1_34","3","13","nosteer",1,2.5
"1677","13_1_55","3","13","nosteer",1,2.5
"1678","13_1_86","3","13","nosteer",1,2.5
"1679","13_2_13","3","13","nosteer",1,2.5
"1680","13_2_17","3","13","nosteer",1,2.5
"1681","13_2_21","3","13","nosteer",1,2.5
"1682","13_2_29","3","13","nosteer",1,2.5
"1683","13_2_39","3","13","nosteer",1,2.5
"1684","13_2_67","3","13","nosteer",1,2.5
"1685","13_2_84","3","13","nosteer",1,2.5
"1686","13_2_86","3","13","nosteer",1,2.5
"1687","13_2_89","3","13","nosteer",1,2.5
"1688","13_3_18","3","13","nosteer",1,2.5
"1689","13_3_33","3","13","nosteer",1,2.5
"1690","13_3_42","3","13","nosteer",1,2.5
"1691","13_3_55","3","13","nosteer",1,2.5
"1692","13_3_59","3","13","nosteer",1,2.5
"1693","13_3_86","3","13","nosteer",1,2.5
"1694","14_1_77","3","14","nosteer",1,2.5
"1695","14_2_13","3","14","nosteer",1,2.5
"1696","14_2_6","3","14","nosteer",1,2.5
"1697","15_1_11","3","15","nosteer",1,2.5
"1698","15_1_13","3","15","nosteer",1,2.5
"1699","15_1_32","3","15","nosteer",1,2.5
"1700","15_1_52","3","15","nosteer",1,2.5
"1701","15_1_58","3","15","nosteer",1,2.5
"1702","15_1_67","3","15","nosteer",1,2.5
"1703","15_1_86","3","15","nosteer",1,2.5
"1704","15_2_16","3","15","nosteer",1,2.5
"1705","15_2_2","3","15","nosteer",1,2.5
"1706","15_2_22","3","15","nosteer",1,2.5
"1707","15_2_65","3","15","nosteer",1,2.5
"1708","15_3_15","3","15","nosteer",1,2.5
"1709","15_3_34","3","15","nosteer",1,2.5
"1710","15_3_57","3","15","nosteer",1,2.5
"1711","15_3_7","3","15","nosteer",1,2.5
"1712","15_3_77","3","15","nosteer",1,2.5
"1713","15_3_78","3","15","nosteer",1,2.5
"1714","16_1_14","3","16","nosteer",1,2.5
"1715","16_1_21","3","16","nosteer",1,2.5
"1716","16_1_29","3","16","nosteer",1,2.5
"1717","16_1_34","3","16","nosteer",1,2.5
"1718","16_1_44","3","16","nosteer",1,2.5
"1719","16_1_67","3","16","nosteer",1,2.5
"1720","16_1_71","3","16","nosteer",1,2.5
"1721","16_1_89","3","16","nosteer",1,2.5
"1722","16_2_12","3","16","nosteer",1,2.5
"1723","16_2_14","3","16","nosteer",1,2.5
"1724","16_2_18","3","16","nosteer",1,2.5
"1725","16_2_39","3","16","nosteer",1,2.5
